term_str,stem,n,rank,p,i,stop,max_pos,n_pos,cat_pos
62,62,4,11711,2.692928101512618e-06,18.502392857485294,0,CD,2,"{'CD', 'NNP'}"
tough,tough,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,1,{'JJ'}
eightyeight,eightyeight,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,1,{'JJ'}
purchasemoney,purchasemoney,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
prayerfully,prayer,4,11711,2.692928101512618e-06,18.502392857485294,0,RB,1,{'RB'}
rat,rat,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
consign,consign,4,11711,2.692928101512618e-06,18.502392857485294,0,VB,2,"{'VB', 'VBP'}"
smilingly,smile,4,11711,2.692928101512618e-06,18.502392857485294,0,RB,1,{'RB'}
din,din,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
wax,wax,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'VB', 'NN'}"
trenchard,trenchard,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
lighthouse,lighthous,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
walden,walden,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
6000,6000,4,11711,2.692928101512618e-06,18.502392857485294,0,CD,2,"{'CD', 'NN'}"
delicately,delic,4,11711,2.692928101512618e-06,18.502392857485294,0,RB,1,{'RB'}
logging,log,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'JJ', 'NN'}"
lib,lib,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'VBZ', 'NN'}"
heats,heat,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,2,"{'NNS', 'VBZ'}"
shines,shine,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,2,"{'NNS', 'VBZ'}"
manna,manna,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'JJ', 'NN'}"
squadrons,squadron,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
jewel,jewel,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
occupancy,occup,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
butchered,butcher,4,11711,2.692928101512618e-06,18.502392857485294,0,VBN,1,{'VBN'}
roofs,roof,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
gait,gait,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
reconnoitre,reconnoitr,4,11711,2.692928101512618e-06,18.502392857485294,0,VB,1,{'VB'}
fatigues,fatigu,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
salisbury,salisburi,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
briny,brini,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,2,"{'JJ', 'NN'}"
slavedriver,slavedriv,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
ordain,ordain,4,11711,2.692928101512618e-06,18.502392857485294,0,VB,3,"{'NN', 'VB', 'VBP'}"
peggy,peggi,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
scratches,scratch,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
exjudge,exjudg,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'JJ', 'NN'}"
pardoning,pardon,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'NN', 'VBG'}"
scourging,scourg,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'NN', 'VBG'}"
diversified,diversifi,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,2,"{'JJ', 'VBN'}"
wanderings,wander,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
remortgaged,remortgag,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,2,"{'JJ', 'VBD'}"
contrasts,contrast,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,2,"{'NNS', 'VBZ'}"
incorporate,incorpor,4,11711,2.692928101512618e-06,18.502392857485294,0,VB,1,{'VB'}
remembers,rememb,4,11711,2.692928101512618e-06,18.502392857485294,0,VBZ,2,"{'VBZ', 'NNS'}"
freshman,freshman,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,3,"{'JJ', 'NN', 'NNP'}"
buoyant,buoyant,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,1,{'JJ'}
modify,modifi,4,11711,2.692928101512618e-06,18.502392857485294,0,VB,2,"{'VB', 'VBP'}"
abbeyville,abbeyvill,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
predicament,predica,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
washwoman,washwoman,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
scholarships,scholarship,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
160,160,4,11711,2.692928101512618e-06,18.502392857485294,0,CD,1,{'CD'}
whirl,whirl,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'NN', 'VB'}"
tendollar,tendollar,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,1,{'JJ'}
tap,tap,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
foundry,foundri,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
turpin,turpin,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
raking,rake,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
hoeing,hoe,4,11711,2.692928101512618e-06,18.502392857485294,0,VBG,2,"{'NN', 'VBG'}"
minnesota,minnesota,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
knowles,knowl,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
doeth,doeth,4,11711,2.692928101512618e-06,18.502392857485294,0,VBZ,2,"{'VBZ', 'VBP'}"
dishonest,dishonest,4,11711,2.692928101512618e-06,18.502392857485294,0,JJS,3,"{'JJ', 'JJS', 'RB'}"
waggons,waggon,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
madman,madman,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
hissed,hiss,4,11711,2.692928101512618e-06,18.502392857485294,0,VBD,1,{'VBD'}
quicken,quicken,4,11711,2.692928101512618e-06,18.502392857485294,0,VB,1,{'VB'}
pontoon,pontoon,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'NN', 'NNP'}"
optics,optic,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
vanzant,vanzant,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
crow,crow,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,2,"{'NN', 'NNP'}"
enlistment,enlist,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
galishields,galishield,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
implanted,implant,4,11711,2.692928101512618e-06,18.502392857485294,0,VBN,2,"{'VBD', 'VBN'}"
entertainments,entertain,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
tribulation,tribul,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
recital,recit,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'JJ', 'NN'}"
disquieted,disquiet,4,11711,2.692928101512618e-06,18.502392857485294,0,VBN,3,"{'JJ', 'VBD', 'VBN'}"
consoled,consol,4,11711,2.692928101512618e-06,18.502392857485294,0,VBN,2,"{'VBD', 'VBN'}"
stumbling,stumbl,4,11711,2.692928101512618e-06,18.502392857485294,0,VBG,1,{'VBG'}
im,im,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,3,"{'VB', 'VBZ', 'NN'}"
abhorrence,abhorr,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
whiteness,white,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
tablecloths,tablecloth,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
fishermen,fishermen,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
sued,su,4,11711,2.692928101512618e-06,18.502392857485294,0,VBN,2,"{'VBD', 'VBN'}"
blacksmiths,blacksmith,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
ally,alli,4,11711,2.692928101512618e-06,18.502392857485294,0,RB,3,"{'VB', 'NN', 'RB'}"
versed,vers,4,11711,2.692928101512618e-06,18.502392857485294,0,VBN,1,{'VBN'}
baneful,bane,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,1,{'JJ'}
surer,surer,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
dodged,dodg,4,11711,2.692928101512618e-06,18.502392857485294,0,VBD,1,{'VBD'}
reread,reread,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,2,"{'JJ', 'VB'}"
fencing,fenc,4,11711,2.692928101512618e-06,18.502392857485294,0,VBG,3,"{'NN', 'VBG', 'NNP'}"
downtown,downtown,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'JJ', 'NN'}"
buckra,buckra,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
lighting,light,4,11711,2.692928101512618e-06,18.502392857485294,0,VBG,2,"{'NN', 'VBG'}"
ephraim,ephraim,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
mi,mi,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'NN', 'NNP'}"
twostory,twostori,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,1,{'JJ'}
wrested,wrest,4,11711,2.692928101512618e-06,18.502392857485294,0,VBN,1,{'VBN'}
telegraphy,telegraphi,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
stylish,stylish,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,1,{'JJ'}
avenged,aveng,4,11711,2.692928101512618e-06,18.502392857485294,0,VBD,2,"{'VBD', 'VBN'}"
headway,headway,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
miracle,miracl,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'NN', 'NNP'}"
laud,laud,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,2,"{'VB', 'NNP'}"
tenderhearted,tenderheart,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,1,{'JJ'}
cannons,cannon,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
saul,saul,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
sempie,sempi,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
gem,gem,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
deliberative,delib,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,1,{'JJ'}
walled,wall,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,2,"{'JJ', 'VBN'}"
exaggerations,exagger,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,2,"{'NNS', 'NNP'}"
maintains,maintain,4,11711,2.692928101512618e-06,18.502392857485294,0,VBZ,1,{'VBZ'}
550,550,4,11711,2.692928101512618e-06,18.502392857485294,0,CD,1,{'CD'}
620,620,4,11711,2.692928101512618e-06,18.502392857485294,0,CD,1,{'CD'}
burke,burk,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
ruey,ruey,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
assumes,assum,4,11711,2.692928101512618e-06,18.502392857485294,0,VBZ,1,{'VBZ'}
platitudes,platitud,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
splendidly,splendid,4,11711,2.692928101512618e-06,18.502392857485294,0,RB,1,{'RB'}
trail,trail,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,3,"{'VB', 'NN', 'NNP'}"
devotions,devot,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
stooping,stoop,4,11711,2.692928101512618e-06,18.502392857485294,0,VBG,1,{'VBG'}
cowering,cower,4,11711,2.692928101512618e-06,18.502392857485294,0,VBG,2,"{'NN', 'VBG'}"
alderman,alderman,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,2,"{'NN', 'NNP'}"
frequented,frequent,4,11711,2.692928101512618e-06,18.502392857485294,0,VBN,1,{'VBN'}
streaks,streak,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
ripley,ripley,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
affixed,affix,4,11711,2.692928101512618e-06,18.502392857485294,0,VBN,3,"{'NN', 'VBD', 'VBN'}"
fig,fig,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'JJ', 'NN'}"
miami,miami,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
conceivable,conceiv,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,1,{'JJ'}
exile,exil,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
enormity,enorm,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
ravine,ravin,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'NN', 'NNP'}"
undenominational,undenomin,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,1,{'JJ'}
1864,1864,4,11711,2.692928101512618e-06,18.502392857485294,0,CD,1,{'CD'}
austrian,austrian,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,1,{'JJ'}
sabres,sabr,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,2,"{'NNS', 'NNP'}"
fowl,fowl,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
hack,hack,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'NN', 'NNP'}"
unhurt,unhurt,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
precision,precis,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
indolence,indol,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
adviser,advis,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
bequeathed,bequeath,4,11711,2.692928101512618e-06,18.502392857485294,0,VBD,2,"{'VBD', 'VBN'}"
extinguish,extinguish,4,11711,2.692928101512618e-06,18.502392857485294,0,VB,1,{'VB'}
virginian,virginian,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,2,"{'JJ', 'NNP'}"
apprehensive,apprehens,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,2,"{'JJ', 'VBP'}"
furrowed,furrow,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,2,"{'JJ', 'VBN'}"
extravagant,extravag,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,2,"{'JJ', 'VB'}"
lifestory,lifestori,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'NN', 'NNP'}"
mobs,mob,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,2,"{'NNS', 'NN'}"
donohoo,donohoo,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
cemetery,cemeteri,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'NN', 'NNP'}"
engineers,engin,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
stacked,stack,4,11711,2.692928101512618e-06,18.502392857485294,0,VBD,2,"{'VBD', 'VBN'}"
andover,andov,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
12mo,12mo,4,11711,2.692928101512618e-06,18.502392857485294,0,CD,1,{'CD'}
math,math,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'NN', 'NNP'}"
bust,bust,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,3,"{'VB', 'NN', 'VBP'}"
bullets,bullet,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
muddy,muddi,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,2,"{'JJ', 'NN'}"
caleb,caleb,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
types,type,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
mattered,matter,4,11711,2.692928101512618e-06,18.502392857485294,0,VBD,1,{'VBD'}
tariff,tariff,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
hector,hector,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
swam,swam,4,11711,2.692928101512618e-06,18.502392857485294,0,VBP,3,"{'VB', 'NN', 'VBP'}"
credence,credenc,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'NN', 'NNP'}"
127,127,4,11711,2.692928101512618e-06,18.502392857485294,0,CD,1,{'CD'}
scatter,scatter,4,11711,2.692928101512618e-06,18.502392857485294,0,VB,1,{'VB'}
assaults,assault,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
sovereigns,sovereign,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,2,"{'NNS', 'NN'}"
consecrate,consecr,4,11711,2.692928101512618e-06,18.502392857485294,0,VB,1,{'VB'}
schoolbuildings,schoolbuild,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
riseley,riseley,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
dire,dire,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,2,"{'JJ', 'NN'}"
caprices,capric,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
binds,bind,4,11711,2.692928101512618e-06,18.502392857485294,0,VBZ,1,{'VBZ'}
contentions,content,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
102,102,4,11711,2.692928101512618e-06,18.502392857485294,0,CD,2,"{'CD', 'NN'}"
sixtyone,sixtyon,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'JJ', 'NN'}"
sergius,sergius,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
weakest,weakest,4,11711,2.692928101512618e-06,18.502392857485294,0,JJS,1,{'JJS'}
progenitor,progenitor,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
admirably,admir,4,11711,2.692928101512618e-06,18.502392857485294,0,RB,1,{'RB'}
obtains,obtain,4,11711,2.692928101512618e-06,18.502392857485294,0,VBZ,1,{'VBZ'}
mountaintop,mountaintop,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,1,{'JJ'}
unhealthy,unhealthi,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,1,{'JJ'}
risks,risk,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,2,"{'NNS', 'VBZ'}"
disturbing,disturb,4,11711,2.692928101512618e-06,18.502392857485294,0,VBG,1,{'VBG'}
twinkling,twinkl,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'NN', 'VBG'}"
undisputed,undisput,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,2,"{'JJ', 'VBN'}"
hopelessly,hopeless,4,11711,2.692928101512618e-06,18.502392857485294,0,RB,1,{'RB'}
grunt,grunt,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,3,"{'VB', 'NN', 'VBP'}"
ransacked,ransack,4,11711,2.692928101512618e-06,18.502392857485294,0,VBN,1,{'VBN'}
bourbon,bourbon,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
recognised,recognis,4,11711,2.692928101512618e-06,18.502392857485294,0,VBN,1,{'VBN'}
griefs,grief,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
danes,dane,4,11711,2.692928101512618e-06,18.502392857485294,0,NNPS,2,"{'NNP', 'NNPS'}"
merriment,merriment,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
congregationalists,congregationalist,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,2,"{'NNS', 'NNP'}"
conciliation,concili,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
steamboats,steamboat,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
feasts,feast,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,2,"{'NNS', 'VBZ'}"
1909,1909,4,11711,2.692928101512618e-06,18.502392857485294,0,CD,1,{'CD'}
mug,mug,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'NN', 'NNP'}"
unmistakable,unmistak,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,1,{'JJ'}
bearings,bear,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
vase,vase,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
hauling,haul,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,3,"{'NN', 'NNP', 'VBG'}"
elderly,elder,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,1,{'JJ'}
johntown,johntown,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
brakeman,brakeman,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'NN', 'NNP'}"
tins,tin,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
scout,scout,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'NN', 'VBP'}"
oneness,one,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
ginger,ginger,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'JJ', 'NN'}"
decades,decad,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
enthused,enthus,4,11711,2.692928101512618e-06,18.502392857485294,0,VBN,1,{'VBN'}
intrigue,intrigu,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
diversion,divers,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
solicitations,solicit,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
obnoxious,obnoxi,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,1,{'JJ'}
pawtucket,pawtucket,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
colleagues,colleagu,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
greeks,greek,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
patten,patten,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
hospitalities,hospit,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
coverlet,coverlet,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
horned,horn,4,11711,2.692928101512618e-06,18.502392857485294,0,VBD,2,"{'JJ', 'VBD'}"
subsist,subsist,4,11711,2.692928101512618e-06,18.502392857485294,0,VB,3,"{'NN', 'VB', 'VBP'}"
carroll,carrol,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,1,{'NNP'}
profane,profan,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,3,"{'JJ', 'NN', 'VB'}"
culinary,culinari,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,1,{'JJ'}
manufacturers,manufactur,4,11711,2.692928101512618e-06,18.502392857485294,0,NNS,1,{'NNS'}
decay,decay,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'VB', 'NN'}"
objectionable,objection,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,1,{'JJ'}
journeying,journey,4,11711,2.692928101512618e-06,18.502392857485294,0,VBG,2,"{'NN', 'VBG'}"
freeborn,freeborn,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,2,"{'JJ', 'VBN'}"
velvet,velvet,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
edicated,edic,4,11711,2.692928101512618e-06,18.502392857485294,0,VBN,1,{'VBN'}
detective,detect,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'JJ', 'NN'}"
rectitude,rectitud,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'VB', 'NN'}"
cobpipe,cobpip,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
rudeness,rude,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
reproached,reproach,4,11711,2.692928101512618e-06,18.502392857485294,0,VBD,2,"{'VBD', 'VBN'}"
meekness,meek,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,2,"{'JJ', 'NN'}"
accountable,account,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,1,{'JJ'}
criminality,crimin,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
lamentation,lament,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
godspeed,godspe,4,11711,2.692928101512618e-06,18.502392857485294,0,NNP,2,"{'NNP', 'VBP'}"
harem,harem,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,2,"{'NN', 'NNP'}"
languid,languid,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,2,"{'JJ', 'NN'}"
debris,debri,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
interspersed,interspers,4,11711,2.692928101512618e-06,18.502392857485294,0,VBN,2,"{'JJ', 'VBN'}"
secondclass,secondclass,4,11711,2.692928101512618e-06,18.502392857485294,0,JJ,1,{'JJ'}
promulgation,promulg,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
disparagement,disparag,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
rejection,reject,4,11711,2.692928101512618e-06,18.502392857485294,0,NN,1,{'NN'}
